"HHId","SKU","IRIWeek","ARM","BNC","CLF","DWN","FNT","GEN","PRL","SNG","STP","TSN","B","F","L","S","LT","RG","ST","UN","LR","MD","SM","XL","Price","PriceCut","AveragePrice","Display","Feature"
9575,111,"600",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9406,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9579,111,"640",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9307,111,"596",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9345,111,"643",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9517,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9477,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9607,111,"640",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9628,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9577,111,"635",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9570,111,"654",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9543,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9571,111,"631",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.1,3.38,4,0
9345,111,"642",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9409,111,"654",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9375,111,"605",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0.9,3.38,0,0
9740,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9504,111,"631",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.1,3.38,4,0
9345,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9704,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9387,111,"631",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.1,3.38,4,0
9813,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9740,111,"614",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,4,0
9270,111,"669",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9299,111,"654",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9414,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9345,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9506,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9345,111,"625",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9636,111,"592",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9350,111,"633",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,3
9515,111,"667",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9727,111,"614",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,4,0
9374,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9494,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9551,111,"635",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9354,111,"605",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0.9,3.38,0,0
9350,111,"647",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9833,111,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9541,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9607,111,"658",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9772,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9636,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9787,111,"592",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9583,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9345,111,"633",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,3
9779,111,"662",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9406,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9545,111,"657",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9522,111,"604",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,2,0
9791,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9350,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9345,111,"614",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,4,0
9563,111,"614",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,4,0
9293,111,"669",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9636,111,"658",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9374,111,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9872,111,"625",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9704,111,"652",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9387,111,"652",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9800,111,"633",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,3
9523,111,"625",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9350,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9519,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9791,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9872,111,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9668,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9543,111,"634",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9281,111,"625",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9711,111,"634",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9798,111,"631",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.1,3.38,4,0
9539,111,"643",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9354,111,"604",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,2,0
9545,111,"622",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9607,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9289,111,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,0,3.38,0,0
9345,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9759,111,"604",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,2,0
9382,111,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9620,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9704,111,"631",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.1,3.38,4,0
9554,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9607,111,"614",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,4,0
9727,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9517,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9350,111,"643",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9345,111,"641",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9372,111,"653",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,4,0
9714,111,"604",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.2,3.38,2,0
9523,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9519,111,"592",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9545,111,"640",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,2
9516,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9802,111,"592",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,0,3.38,0,0
9802,111,"634",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,2,0
9545,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9347,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9681,111,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1.4,3.38,0,0
9387,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9339,111,"593",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.19,1.2,3.38,4,0
9406,111,"625",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9410,111,"619",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.39,1,3.38,4,0
9274,112,"645",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.8,4.078,0,0
9570,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9281,112,"597",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,0,4.078,0,0
9791,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9636,112,"664",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9479,112,"645",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.8,4.078,0,0
9361,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9374,112,"597",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,0,4.078,0,0
9721,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9517,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9791,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9672,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9551,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9409,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9274,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9607,112,"664",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9495,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9394,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9404,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9570,112,"651",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.69,0,4.078,0,0
9350,112,"663",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9533,112,"615",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9311,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9517,112,"616",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9387,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9653,112,"665",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9779,112,"609",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.6,4.078,0,0
9412,112,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9840,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9504,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9299,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9636,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9579,112,"624",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9516,112,"609",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.6,4.078,0,0
9637,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9551,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9579,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9776,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9577,112,"669",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9381,112,"610",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.6,4.078,0,0
9579,112,"656",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9865,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9551,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9318,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9276,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9577,112,"645",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0.8,4.078,0,0
9354,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9687,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9628,112,"630",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9517,112,"661",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9441,112,"621",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9747,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9570,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9339,112,"665",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9419,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9826,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9698,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9339,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9354,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9516,112,"668",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9579,112,"632",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9840,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9820,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9543,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9563,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9334,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9352,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9426,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9517,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9636,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9577,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9372,112,"649",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1.1,4.078,0,0
9579,112,"613",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9318,112,"598",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,0.3,4.078,0,3
9840,112,"596",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,0,4
9636,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9318,112,"667",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9372,112,"646",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9865,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9579,112,"618",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9797,112,"595",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,1.5,4.078,4,0
9318,112,"613",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,0,4.078,0,0
9859,112,"594",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.29,0,4.078,0,0
9414,112,"664",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.99,1,4.078,0,0
9789,114,"599",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.19,0,1.273,0,0
9365,114,"661",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9289,114,"624",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9709,114,"651",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9662,114,"597",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.19,0,1.273,0,0
9416,114,"644",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9661,114,"624",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9455,114,"632",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9884,114,"643",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9738,114,"633",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9640,114,"595",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.19,0,1.273,0,0
9630,114,"616",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9530,114,"606",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9549,114,"609",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9790,114,"593",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.19,0,1.273,0,0
9738,114,"597",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.19,0,1.273,0,0
9479,114,"642",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9551,114,"608",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9785,114,"616",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0,1.273,0,0
9440,114,"646",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0.3,1.273,0,0
9466,114,"646",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.29,0.3,1.273,0,0
